product_id,product_brand,product_name,Refined_Brand,Product_Type,Meta_Category
1504,Gulf Coast,Gulf Coast Malted Milk Balls,Market Beverage,Balls,Beverage
1505,Gulf Coast,Gulf Coast Semi-Sweet Chocolate Bar,Market Beverage,Bar,Beverage
1506,Gulf Coast,Gulf Coast Bubble Gum,Market Snacks/Frozen,Gum,Snacks/Frozen
1507,Gulf Coast,Gulf Coast Spicy Mints,Market Miscellaneous,Mints,Miscellaneous
1508,Gulf Coast,Gulf Coast Mints,Market Miscellaneous,Mints,Miscellaneous
1509,Gulf Coast,Gulf Coast White Chocolate Bar,Market Beverage,Bar,Beverage
1510,Jardon,Jardon Ravioli,Market Miscellaneous,Ravioli,Miscellaneous
1511,Jardon,Jardon Manicotti,Market Miscellaneous,Manicotti,Miscellaneous
1512,Jardon,Jardon Spaghetti,Market Bakery/Pasta,Spaghetti,Bakery/Pasta
1513,Jardon,Jardon Thai Rice,Market Pantry,Rice,Pantry
1514,Jardon,Jardon Rice Medly,Market Pantry,Medly,Pantry
1515,Top Measure,Top Measure Imported Beer,Market Beverage,Beer,Beverage
1516,Top Measure,Top Measure Light Wine,Market Beverage,Wine,Beverage
1517,Top Measure,Top Measure Chardonnay Wine,Market Beverage,Wine,Beverage
1518,Top Measure,Top Measure Chablis Wine,Market Beverage,Wine,Beverage
1519,Top Measure,Top Measure Merlot Wine,Market Beverage,Wine,Beverage
1520,Top Measure,Top Measure Chardonnay,Market Miscellaneous,Chardonnay,Miscellaneous
1521,Top Measure,Top Measure White Zinfandel Wine,Market Beverage,Wine,Beverage
1522,Top Measure,Top Measure Light Beer,Market Beverage,Beer,Beverage
1523,Modell,Modell Pumpernickel Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
1524,Modell,Modell White Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
1525,Modell,Modell Rye Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
1526,Modell,Modell English Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
1527,Modell,Modell Cranberry Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
1528,Modell,Modell Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
1529,Modell,Modell Bagels,Market Bakery/Pasta,Bagels,Bakery/Pasta
1530,Modell,Modell Blueberry Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
1531,Modell,Modell Wheat Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
1532,CDR,CDR Sesame Oil,CDR,Oil,Pantry
1533,CDR,CDR Chunky Peanut Butter,CDR,Butter,Produce
1534,CDR,CDR Hot Chocolate,CDR,Chocolate,Beverage
1535,CDR,CDR Brown Sugar,CDR,Sugar,Pantry
1536,CDR,CDR White Sugar,CDR,Sugar,Pantry
1537,CDR,CDR French Roast Coffee,CDR,Coffee,Beverage
1538,CDR,CDR Decaf Coffee,CDR,Coffee,Beverage
1539,CDR,CDR Regular Coffee,CDR,Coffee,Beverage
1540,CDR,CDR Vegetable Oil,CDR,Oil,Produce
1541,CDR,CDR Corn Oil,CDR,Oil,Produce
1542,CDR,CDR Tomato Sauce,CDR,Sauce,Produce
1543,CDR,CDR Canola Oil,CDR,Oil,Pantry
1544,CDR,CDR Grape Preserves,CDR,Preserves,Miscellaneous
1545,CDR,CDR Columbian Coffee,CDR,Coffee,Beverage
1546,CDR,CDR Strawberry Jelly,CDR,Jelly,Pantry
1547,CDR,CDR Pepper,CDR,Pepper,Pantry
1548,CDR,CDR Low Fat Apple Butter,CDR,Butter,Produce
1549,CDR,CDR Salt,CDR,Salt,Pantry
1550,CDR,CDR Apple Butter,CDR,Butter,Produce
1551,CDR,CDR Oregano,CDR,Oregano,Miscellaneous
1552,CDR,CDR Apple Jelly,CDR,Jelly,Produce
1553,CDR,CDR Grape Jam,CDR,Jam,Pantry
1554,CDR,CDR Apple Jam,CDR,Jam,Produce
1555,CDR,CDR Strawberry Jam,CDR,Jam,Pantry
1556,CDR,CDR Creamy Peanut Butter,CDR,Butter,Produce
1557,CDR,CDR Strawberry Preserves,CDR,Preserves,Miscellaneous
1558,CDR,CDR Extra Chunky Peanut Butter,CDR,Butter,Produce
1559,CDR,CDR Apple Preserves,CDR,Preserves,Produce
1560,CDR,CDR Grape Jelly,CDR,Jelly,Pantry
